ticker,active,type,market_cap,primary_exchange,sic_description,list_date,name,description,total_employees,share_class_shares_outstanding,weighted_shares_outstanding
BSGM,True,CS,14041329.76,XNAS,ELECTROMEDICAL & ELECTROTHERAPEUTIC APPARATUS,2014-09-22,"BioSig Technologies, Inc. Common Stock","BioSig Technologies Inc is a commercial-stage medical device company with an advanced digital signal processing technology platform to deliver insights to the treatment of cardiovascular arrhythmias. Through collaboration with physicians, experts, and healthcare leaders across the field of electrophysiology (EP), It is committed to addressing healthcare's biggest priorities saving time, saving costs, and saving lives. Its first product, the PURE EP System, is an FDA-cleared non-invasive class II device consisting of a unique combination of hardware and software designed to provide unprecedented signal clarity and precision for real-time visualization of intracardiac signals paving the way for personalized patient care.",47.0,23040000,23798864
CARM,True,CS,13777535.97,XNAS,PHARMACEUTICAL PREPARATIONS,2023-03-08,"Carisma Therapeutics, Inc. Common Stock","CARISMA Therapeutics Inc is a clinical-stage cell therapy company focused on utilizing Carisma's proprietary chimeric antigen receptor macrophage and monocyte cell engineering platform to develop transformative immunotherapies to treat cancer and other serious diseases. The company has created a comprehensive cell therapy platform to enable the therapeutic use of engineered macrophages and monocytes, which belong to a subgroup of white blood cells called myeloid cells.",68.0,41750000,41750109
MTVA,True,CS,13570215.75,XNAS,PHARMACEUTICAL PREPARATIONS,2016-08-04,MetaVia Inc. Common Stock,"MetaVia Inc Formerly NeuroBo Pharmaceuticals Inc is a clinical-stage biotechnology company focused predominantly on developing and commercializing novel pharmaceuticals to treat cardiometabolic diseases. The company has two primary programs focused on the treatment of metabolic dysfunction-associated steatohepatitis (MASH), and obesity. Its product pipeline includes DA-1241 which is a novel G-Protein-Coupled Receptor 119 (GPR119) and DA-1726 which is a novel oxyntomodulin (OXM) analog. The company also has four legacy therapeutics programs designed to impact a range of indications in viral, neurodegenerative, and cardiometabolic diseases: ANA001, NB-01, NB-02, and Gemcabene.",8.0,8620000,8616010
MTVA,True,CS,13570215.75,XNAS,PHARMACEUTICAL PREPARATIONS,2016-08-04,MetaVia Inc. Common Stock,"MetaVia Inc Formerly NeuroBo Pharmaceuticals Inc is a clinical-stage biotechnology company focused predominantly on developing and commercializing novel pharmaceuticals to treat cardiometabolic diseases. The company has two primary programs focused on the treatment of metabolic dysfunction-associated steatohepatitis (MASH), and obesity. Its product pipeline includes DA-1241 which is a novel G-Protein-Coupled Receptor 119 (GPR119) and DA-1726 which is a novel oxyntomodulin (OXM) analog. The company also has four legacy therapeutics programs designed to impact a range of indications in viral, neurodegenerative, and cardiometabolic diseases: ANA001, NB-01, NB-02, and Gemcabene.",8.0,8620000,8616010
BCDA,True,CS,12835998.0,XNAS,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1996-11-13,"BioCardia, Inc. Common Stock","BioCardia Inc is a clinical-stage company developing cellular and cell-derived therapeutics for the treatment of cardiovascular and pulmonary diseases with significant unmet medical needs. Its two cell therapy platforms derived from the bone marrow. CardiAMP autologous mononuclear cell therapy platform is being advanced for two clinical indications: ischemic heart failure with reduced ejection fraction (HFrEF) and refractory angina resulting from chronic myocardial ischemia (CMI). Its immunomodulatory allogeneic mesenchymal stem cell (MSC) therapy platform is being an ""off the shelf"" cell therapy for two clinical indications: the treatment of ischemic HFrEF (CardiALLO), which is actively enrolling, and acute respiratory distress syndrome (ARDS).",20.0,4680000,4584285
AFMD,True,CS,12804059.1173,XNAS,,2014-09-12,Affimed N.V.,"Affimed NV is a clinical-stage biopharmaceutical company. The company is engaged in discovering and developing targeted cancer immunotherapies. Its product candidates are being developed in the field of immuno-oncology, which represents an approach to cancer treatment that seeks to harness the body's immune defenses to fight tumor cells. It is active in the discovery, pre-clinical and clinical development of antibodies based on its core technology. The Company generates revenues from the provision of research and development services to third parties based on both Group and third party owned intellectual property. Geographically, it derives a majority of revenue from the United States and also has a presence in and Germany.",78.0,15230000,16392343
BLBX,True,CS,12574030.260000002,XNAS,SERVICES-COMPUTER PROGRAMMING SERVICES,2015-05-06,Blackboxstocks Inc. Common Stock,"Blackboxstocks Inc is a financial technology and social media hybrid platform offering real-time proprietary analytics and news for stock and options traders of all levels. Its web-based software (the Blackbox System) employs predictive technology enhanced by artificial intelligence to find volatility and unusual market activity that may result in a rapid change in the price of a stock or option. It provides users with a fully interactive social media platform that is integrated into its dashboard, enabling users to exchange information and ideas quickly and efficiently through a common network. The company introduced a live audio/video feature that allows members to broadcast on their channels to share trading strategies and market insight within the Blackbox community.",10.0,3600000,3602874
BRTX,True,CS,12525053.39,XNAS,"SERVICES-MISC HEALTH & ALLIED SERVICES, NEC",2021-11-05,"BioRestorative Therapies, Inc. Common Stock (NV)","BioRestorative Therapies Inc is a biotechnology company based in the United States. It focuses on the development of regenerative medicine products and therapies using cell and tissue protocols, primarily involving adult (non-embryonic) stem cells. The company's two core development programs include the Disc/Spine Program, which involves cell therapy candidate, BRTX-100, a product formulated from autologous cultured mesenchymal stem cells collected from the patient's bone marrow; and the Metabolic Program, which includes the development of cell-based therapy to target obesity and metabolic disorders using brown adipose-derived stem cells, to generate brown adipose tissue.",11.0,6920000,6919919
ADN,True,CS,12461718.712800002,XNAS,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT & SUPPLIES",2021-02-05,"Advent Technologies Holdings, Inc. Class A Common Stock","Advent Technologies Holdings Inc is an innovation-driven company in the fuel cell and hydrogen technology space. The company develops, manufactures, and assembles complete fuel cell systems and the critical components that determine the performance of hydrogen fuel cells and other energy systems. It serves automotive; aviation and power generation industries. It generates revenue from the sale of fuel cell systems and the sale of MEAs, membranes, and electrodes for specific applications in the fuel cell and energy storage (flow battery) markets.",100.0,2640000,2636508
APCX,True,CS,12221558.856,XNAS,SERVICES-PREPACKAGED SOFTWARE,2021-12-22,AppTech Payments Corp. Common Stock,"AppTech Payments Corp is a FinTech company utilizing various payment processing and digital banking technologies to complement core merchant services capabilities. The company's patented and proprietary software will provide progressive and adaptable products that are available through a suite of synergistic offerings directly to merchants, banking institutions, and business enterprises. It is developing a secure digital payments and banking platform that powers commerce experiences for clients and customers. Based upon industry standards for payment and banking protocols, the company will offer standalone products and fully integrated solutions that deliver unparalleled payments, banking, and financial services experiences.",18.0,27650000,29266185
BPT,True,CS,11926220.0,XNYS,PETROLEUM REFINING,1989-05-23,BP Prudhoe Bay Royalty Trust,BP Prudhoe Bay Royalty Trust is a grantor trust operating in the US. The property of the Trust consists of an overriding royalty interest. The Royalty Interest entitles the Trust to receive the royalty from the production of crude oil and condensate from the working interest of BP Exploration (Alaska) Inc. in the Prudhoe Bay oil field located on the North Slope of Alaska.,,21400000,21400000
ATHA,True,CS,11907945.725,XNAS,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2020-09-18,"Athira Pharma, Inc. Common Stock","Athira Pharma Inc is a late clinical-stage biopharmaceutical company focused on developing small molecules engineered to restore neuronal health and slow neurodegeneration. Its pipeline candidates are; Fosgonimeton (ATH-1017) is a small molecule drug candidate designed to enhance the activity of the neurotrophic hepatocyte growth factor (HGF) system; ATH-1020 a novel, orally available, next-generation small molecule drug candidate designed to positively modulate the neurotrophic HGF system; ATH-1105 is a novel, orally available, next-generation, small molecule drug candidate designed to positively modulate the neurotrophic HGF system.",26.0,39040000,39042445
APRE,True,CS,11358947.27,XNAS,PHARMACEUTICAL PREPARATIONS,2019-10-03,"Aprea Therapeutics, Inc. Common stock","Aprea Therapeutics Inc is a clinical-stage biopharmaceutical company. The group is focused on precision oncology through synthetic lethality. Its pipeline product is ATRN-119, a clinical-stage small molecule ATR inhibitor in development for solid tumor indications. APR-1051, an oral, small-molecule WEE1 inhibitor, recently entered the clinic.",7.0,5440000,5434903
ASTC,True,CS,11112290.370000001,XNAS,LABORATORY ANALYTICAL INSTRUMENTS,1995-12-21,Astrotech Corporation (DE) Common Stock,"Astrotech Corp is a science and technology development company. The firm invents, acquires, and commercializes technological innovations sourced from internal research, universities, laboratories, and research institutions. The 1st Detect develops, manufactures, and sells chemical analyzers for use in the airport security, military, and breath analysis markets. AgLAB develops a series of mass spectrometers for use in the agriculture market.",30.0,1700000,1701729
AEI,True,CS,11057172.57,XNAS,REAL ESTATE,2020-11-13,Alset Inc. Common Stock (TX),"Alset Inc is a diversified holding company engaged through its subsidiaries in the development of EHome communities and other real estate, financial services, digital transformation technologies, biohealth activities, and consumer products with operations in the United States, Singapore, Hong Kong, Australia, and South Korea. The Company operates in four business segments: real estate, digital transformation technology, Biohealth, and other business activities, and it derives a majority of its revenue from the Real Estate segment.",60.0,10740000,10735119
BNZI,True,CS,10966255.66,XNAS,SERVICES-PREPACKAGED SOFTWARE,2023-12-15,"Banzai International, Inc. Class A Common Stock","Banzai International Inc is a marketing technology (MarTech) company that produces data-driven marketing and sales solutions for businesses of all sizes. Its mission is to help its customers accomplish their mission by enabling better marketing, sales and customer engagement outcomes. The company sells its products using a recurring subscription license model typical in SaaS businesses. Pricing tiers for its main product, Demio, are based on the number of host-capable users, desired feature sets, and maximum audience size.",13.0,6980000,9293437
BNRG,True,CS,10685124.120000001,XNAS,,2022-05-25,Brenmiller Energy Ltd Ordinary Shares,"Brenmiller Energy Ltd is a technology company that develops, produces, markets, and sells thermal energy storage. The technology of the company allows electrification and decarbonization of the industrial industry sector for integration with renewable energy sources and further reduction of carbon emissions.",62.0,8100000,8094791
BMRA,True,CS,10668463.109199999,XNAS,IN VITRO & IN VIVO DIAGNOSTIC SUBSTANCES,,BIOMERICA INC,"Biomerica Inc is engaged in the development, manufacturing, and marketing of medical diagnostic products designed for the early detection and monitoring of chronic diseases and medical conditions. The company focuses on products for gastrointestinal diseases, food intolerances, diabetes, and certain esoteric tests. It operates in one segment namely, the design, development, marketing and sales of diagnostic kits. The majority of the company's revenue is earned from the Asia, and also has its presence in Europe, North America, Middle East and South America.",64.0,18340000,18336994
ANY,True,CS,10662398.6803,XNAS,FINANCE SERVICES,2013-08-12,Sphere 3D Corp. Common Shares,"Sphere 3D Corp provides solutions for stand-alone storage and technologies that converge the traditional silos of compute, storage, and network into integrated hyper-converged or converged solution. Its Disk systems include HVE Converged and Hyper-converged Infrastructure. It generates the majority of its revenue from the services it offers. All of its revenue comes from the Americas. The Company has two operating segments: Digital Mining and Service and Product. The Digital Mining segment generates revenue from the digital currency, it earns through its bitcoin mining activities. The Service and Product segment generates revenue from long-term customer contracts for service contracts and extended service contract and the sale of products related to the Company's data storage product line.",5.0,25450000,25453327
PRPH,True,CS,10504572.76,XNAS,PHARMACEUTICAL PREPARATIONS,1995-02-01,"ProPhase Labs, Inc. Common Stock (DE)","ProPhase Labs Inc is a diversified company that offers a range of services including diagnostic testing, genomics testing and contract manufacturing. Its operating segments include Diagnostic services and Consumer products. The Diagnostic segment provides COVID-19 diagnostic information services to a broad range of customers in the United States, including health plans, third-party payers and government organizations. The Consumer products segment is engaged in the research, development, manufacture, distribution, marketing and sale of OTC consumer healthcare products and dietary supplements in the United States and also provide personal genomics products and services.",113.0,23870000,23874029
BSLK,True,CS,10417755.696,XNAS,INDUSTRIAL ORGANIC CHEMICALS,2024-08-14,"Bolt Projects Holdings, Inc. Common Stock","Bolt Projects Holdings Inc develops and produces biomaterials products. Its flagship products from its Vegan Silk Technology Platform, b-silk and xl-silk, are a biodegradable and vegan protein polymer and a replacement for silicone elastomers in beauty and personal care.",14.0,34380000,34382032
BBGI,True,CS,10400624.49,XNAS,RADIO BROADCASTING STATIONS,2000-02-11,Beasley Broadcasting Group Inc,"Beasley Broadcast Group Inc is a multi-platform media company, whose primary business is operating radio stations throughout the United States. The Company offers local and national advertisers integrated marketing solutions across audio, digital and event platforms. The Company owns and operates stations in the following markets: Atlanta, GA, Augusta, GA, Boston, MA, Charlotte, NC, Detroit, MI, Fayetteville, NC, Fort Myers-Naples, FL, Las Vegas, NV, Middlesex, NJ, Monmouth, NJ, Morristown, NJ, Philadelphia, PA, Tampa-Saint Petersburg, FL, and Wilmington, DE. The Company currently operates three operating segments Audio, Digital and esports.",1127.0,960000,1771827
BLNE,True,CS,10211065.2,XNAS,BEVERAGES,2013-07-23,"Beeline Holdings, Inc. Common Stock","Beeline Holdings Inc is a technology-driven mortgage lender and title provider building a fully digital, AI-powered platform that simplifies and accelerates the home financing process.",88.0,6080000,6078015
AMST,True,CS,10025208.569999998,XNAS,SERVICES-PREPACKAGED SOFTWARE,2020-09-25,Amesite Inc.,"Amesite Inc is an artificial intelligence-driven platform and course designer that rapidly provides customized, high-performance and scalable online products for schools and businesses. The company helps educational institutions and businesses improve learning as their technology partner, delivering a disruptive technology driven by AI and offers a constellation of services that help partners implement new programs, and improve existing ones. Its customers are Enterprises, universities, and K-12 schools.",11.0,3990000,3994107
VSTE,True,CS,9531606.072,XNAS,,2023-12-19,Vast Renewables Limited Ordinary Shares,"Vast Renewables Ltd is a clean, renewable energy company specializing in the design and manufacturing of concentrated solar thermal power (CSP) systems to generate carbon-free, utility-scale electricity, industrial heat, and green fuels. The Company's differentiated modular CSP system, utilizing proprietary sodium loop heat transfer technology, provides customers with a solution to the enduring challenge of intermittent renewable energy through 24/7 dispatchable power and heat.",40.0,29970000,29973604
CLWT,True,CS,9493362.659699999,XNAS,,1997-03-14,Euro Tech Holdings Co Ltd. New,"Euro Tech Holdings Co Ltd is a distributor and manufacturer of technology instruments as well as an environmental engineering services provider. It is engaged in the marketing and trading of water and wastewater related process control, analytical and testing instruments, disinfection equipment, supplies, and related automation systems. There are two operating segments of the company. The Trading and manufacturing segment, which is the key revenue driver, includes distribution of water treatment equipment, laboratory instruments, analyzers, test kits, and related supplies and power generation equipment. The Engineering segment includes water and waste-water treatment engineering and air pollution control business. The majority of the revenue is generated from Hong Kong.",23.0,7720000,7716299
AIHS,True,CS,9487272.08,XNAS,SERVICES-AUTO RENTAL & LEASING (NO DRIVERS),2018-03-16,Senmiao Technology Limited Common Stock,"Senmiao Technology Ltd is a holding company. The company's operating segment includes Automobile Transaction and Related Services focusing on the online ride-hailing industry in the People's Republic of China and Online ride-hailing platform Services through its own platform, Xixingtianxia. It generates maximum revenue from the Automobile Transaction and Related Services segment. Geographically, it derives revenue from China.",55.0,10520000,10518040
BHAT,True,CS,9481361.28,XNAS,,2019-07-26,Blue Hat Interactive Entertainment Technology Ordinary Shares,"Blue Hat Interactive Entertainment Technology is a producer, developer, and operator of augmented reality (AR) interactive entertainment games and toys in China, including interactive educational materials, mobile games, and toys with mobile game features. The company's products include AR Racer, AR Crazy Bug, AR 3D Magic Box, AR Dinosaur, Talking Tom and Friends Bouncing Bubble, and Immersive Education Classes. The company reports in the following segments: Interactive toys - animation series, Interactive toys - game series, and Mobile games, Information services, and Communication services, out of which the majority of the revenue is generated from the game series. The majority of its revenues are generated in China.",16.0,4940000,4938209
ACXP,True,CS,9002161.4924,XNAS,PHARMACEUTICAL PREPARATIONS,2021-06-25,"Acurx Pharmaceuticals, Inc. Common Stock","Acurx Pharmaceuticals Inc is a clinical stage biopharmaceutical company developing a new class of antibiotics for infections caused by bacteria listed as priority pathogens by the World Health Organization, Centers for Disease Control and Prevention and Food and Drug Administration. The company's approach is to develop antibiotic candidates with a Gram-positive selective spectrum. The Company's segment consists of the development of clinical and preclinical product candidates for the development of the Company's proprietary new therapies.",4.0,22040000,22042511
AGH,True,CS,8930392.0,XNAS,SERVICES-MEMBERSHIP SPORTS & RECREATION CLUBS,2025-02-12,Aureus Greenway Holdings Inc. Common Stock,"Aureus Greenway Holdings Inc own and operate two public golf country clubs in Florida. The golf country clubs include two golf-courses with over 13,000 yards of combined fairways, clubhouses boasting food and beverage options, aquatic golf ranges, and pro shops to assist any level of golfer and also host local golf leagues, golf-tournaments, and private events. Its golf country clubs is organized into four principal business segments: (i) golf recreation, retail golf products, and equipment and facilities rental, (ii) membership dues, (iii) food and beverage services. and (iv) ancillary services and amenities. All assets of the Company are located in Florida and all revenue is generated from Florida.",,13880000,13880000
BREA,True,CS,8650455.0,XNAS,,2023-01-27,Brera Holdings PLC Class B Ordinary Shares,"Brera Holdings PLC focused on expanding social impact football by developing a international portfolio of emerging football clubs with increased opportunities to earn tournament prizes, gain sponsorships, and provide other professional football and related consulting services.",,3960000,12725000
APTO,True,CS,8474064.28,XNAS,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",1992-07-30,"Aptose Biosciences, Inc.",Aptose Biosciences Inc is a clinical-stage biotechnology company committed to discovering and developing personalized therapies addressing unmet medical needs in oncology. The Company's small molecule cancer therapeutics pipeline includes products designed to provide single agent efficacy and to enhance the efficacy of other anti-cancer therapies and regimens without overlapping toxicities.,36.0,2140000,2552429
APLM,True,CS,8391280.65,XNAS,,2023-03-30,Apollomics Inc. Class A Ordinary Shares,"Apollomics Inc is an innovative clinical-stage biopharmaceutical company focused on the discovery and development of oncology therapies with the potential to be combined with other treatment options to harness the immune system and target specific molecular pathways to inhibit cancer. The company lead programs include vebreltinib (APL-101), a potent, selective c-Met inhibitor for the treatment of non-small cell lung cancer and other advanced tumors with c-Met alterations, and uproleselan (APL-106), a specific E-Selectin antagonist that has the potential to be used adjunctively with standard chemotherapy to treat acute myeloid leukemia.",45.0,1100000,1102665
CNFR,True,CS,8348227.723,XNAS,"FIRE, MARINE & CASUALTY INSURANCE",2015-08-13,"Conifer Holdings, Inc","Conifer Holdings Inc is an insurance company engaged in the sale of property and casualty insurance products. It is engaged in three classes of insurance businesses namely commercial lines, personal lines, and wholesale agency business. Within these three businesses, the company offers various insurance products and insurance agency services. The company views the commercial and personal lines segments as underwriting business. The wholesale agency business provides non-risk bearing revenue through commissions and policy fees. Its revenues are derived from premiums earned from insurance operations.",94.0,12220000,12222881
ARTW,True,CS,8291131.919999999,XNAS,FARM MACHINERY & EQUIPMENT,1984-09-07,Arts-Way Manufacturing Co Inc,"Art's-Way Manufacturing Co Inc is a manufacturer of agricultural equipment. It has two reportable segments: Agricultural Products, and Modular Buildings. The Agricultural Products segment fabricates and sells farming products as well as related equipment and replacement parts for these products in the United States and world wide. Its Modular Buildings segment manufactures and installs modular buildings for animal containment and various laboratory uses. It derives revenues from the Agricultural Products segment.",90.0,5090000,5086584
BTBD,True,CS,8185782.920000001,XNAS,RETAIL-EATING PLACES,2020-06-18,"BT Brands, Inc. Common Stock","BT Brands Inc operates and owns a fast-food restaurant called Burger Time. The company also operates in Minnesota as a franchisee of Dairy Queen. It offers a variety of burgers and other affordably priced foods such as chicken sandwiches, pulled pork sandwiches, chicken chunks, side dishes, and soft drinks.",188.0,6160000,6154724
BNGO,True,CS,7925236.0,XNAS,LABORATORY ANALYTICAL INSTRUMENTS,2018-08-01,"Bionano Genomics, Inc. Common Stock","Bionano Genomics Inc is a life sciences instrumentation company in the genome analysis space. It is engaged in the development and marketing of the Saphyr system, a platform for ultra-sensitive and ultra-specific structural variation detection that enables researchers and clinicians to accelerate the search for new diagnostics and therapeutic targets and to streamline the study of changes in chromosomes. Geographically, it operates in Americas, EMEA and Asia Pacific; majority revenue being generated from Americas. They generate product revenue from sales of its OGM and Ionic Purification systems and consumables, which includes its instruments, and their VIA software.",344.0,2730000,2732840
AIMD,True,CS,7874047.7214,XNAS,PHARMACEUTICAL PREPARATIONS,1996-08-08,"Ainos, Inc. Common Stock","Ainos Inc is engaged in developing biologics for the treatment of human and animal diseases. The company mainly focuses on the research of the treatment of human disease indications, particularly influenza, hepatitis C, thrombocytopenia, and other indications using natural human interferon-alpha that is administered in a proprietary low-dose oral form. Its product pipeline includes VELDONA Pet cytoprotein supplements for pets, VELDONA human therapeutics for clinical use, and telehealth-friendly POCTs powered by the AI Nose technology platform.",44.0,15430000,15433257
ABTS,True,CS,7768184.1899999995,XNAS,,2021-08-17,Abits Group Inc Ordinary Shares,Abits Group Inc is a digital data center operator with bitcoin self-mining operations.,11.0,2370000,2370300
AEMD,True,CS,7574957.103200001,XNAS,SURGICAL & MEDICAL INSTRUMENTS & APPARATUS,1999-03-04,AETHLON MEDICAL INC,"Aethlon Medical Inc is a medical therapeutic company. The company is focused on addressing unmet needs in health and biodefense. The company is focused on the development of Hemopurifier, a clinical-stage therapeutic device designed to combat cancer and eliminate life-threatening viruses from the circulatory system.",14.0,20660000,20657096
AYTU,True,CS,7465516.08,XNAS,PHARMACEUTICAL PREPARATIONS,2008-02-15,"AYTU BioPharma, Inc. Common Stock","Aytu BioPharma Inc is a specialty pharmaceutical company with a commercial portfolio of prescription therapeutics and consumer health products. The company's primary prescription products treat attention deficit hyperactivity disorder and other common pediatric conditions. It is building a complementary therapeutic development pipeline including a prospective treatment (AR101/enzastaurin) for vascular Ehlers-Danlos Syndrome, a rare genetic disease resulting in high morbidity and a significantly shortened lifespan. The company operates in two segments Rx Segment, consisting of prescription pharmaceutical products and Consumer Health segments of which the company generates maximum revenue from the Rx segment.",102.0,6170000,6169848
AIEV,True,CS,7253626.952,XNAS,MOTOR VEHICLES & PASSENGER CAR BODIES,2024-06-24,"Thunder Power Holdings, Inc. Common Stock",Thunder Power Holdings Inc is engaged in the design and development of high-performance electric vehicles.,,50730000,50724664
BFRI,True,CS,7214506.715999999,XNAS,PHARMACEUTICAL PREPARATIONS,2021-10-29,Biofrontera Inc. Common Stock,"Biofrontera Inc is a United States-based biopharmaceutical company commercializing a portfolio of pharmaceutical products for the treatment of dermatological conditions with a focus on photodynamic therapy. The Company's licensed products, which include Ameluz as well as the BF-RhodoLED and RhodoLED XL lamps (together, the RhodoLED Lamps), are used for the treatment of actinic keratoses (AKs), which are pre-cancerous skin lesions.",93.0,8870000,8873932
BTAI,True,CS,7195286.36,XNAS,PHARMACEUTICAL PREPARATIONS,2018-03-08,"BioXcel Therapeutics, Inc. Common Stock","BioXcel Therapeutics Inc is a clinical-stage biopharmaceutical company. The company is focused on drug development utilizing novel artificial intelligence (AI) to identify the next wave of medicines across neuroscience and immuno-oncology. The pipeline products of the company are BXCL501 and BXCL701. The company's commercial product, IGALMI (developed as BXCL501) is a proprietary, sublingual film formulation of dexmedetomidine approved by the FDA for the acute treatment of agitation associated with schizophrenia or bipolar I or II disorder in adults.",74.0,3290000,3394003
CARV,True,CS,7102521.92,XNAS,"SAVINGS INSTITUTION, FEDERALLY CHARTERED",1994-10-26,"Carver Bancorp, Inc.","Carver Bancorp Inc is a holding company and conducts its business as a unitary saving and loan holding firm and the business of the company consists of the operation of its subsidiary. The bank offers a wide range of financial solutions to meet customers' banking. It offers other consumer and commercial banking products and services, such as debit cards, online banking, online bill pay, and telephone banking. The company provides deposit products, such as demand, savings, and time deposits for consumers, businesses, and governmental and quasi-governmental agencies in its market area within New York City.",111.0,5110000,5109728
ASST,True,CS,7078246.751999999,XNAS,SERVICES-PREPACKAGED SOFTWARE,2023-02-03,Asset Entities Inc. Class B Common Stock,"Asset Entities Inc is an Internet company providing social media marketing, content delivery, and development and design services across Discord, TikTok, and other social media platforms. It has three categories of services: 1) provide subscription upgrades to premium content on investment education and entertainment servers on Discord. 2) codevelop and execute influencer social media and marketing campaigns for clients. 3) design, develop and manage Discord servers for clients under ""AE.360.DDM"" brand.",11.0,12060000,13651392
ALZN,True,CS,6993357.42,XNAS,PHARMACEUTICAL PREPARATIONS,2021-06-15,"Alzamend Neuro, Inc. Common Stock","Alzamend Neuro Inc is an early clinical-stage biopharmaceutical company. It is focused on developing novel products for the treatment of neurodegenerative diseases and psychiatric disorders, including Alzheimer's. Its mission is to develop and market safe and effective treatments. The company's pipeline consists of two novel therapeutic drug candidates, AL001 - a patented ionic cocrystal technology delivering lithium via a therapeutic combination of lithium, proline and salicylate, and AL002 - a patented method using a mutant-peptide sensitized cell as a cell-based therapeutic vaccine that seeks to restore the ability of a patient's immunological system to combat Alzheimer's.",7.0,6600000,6597507
BCLI,True,CS,6787076.9399999995,XNAS,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2003-10-07,Brainstorm Cell Therapeutics Inc.,"Brainstorm Cell Therapeutics Inc is a biotechnology company. The company is developing novel adult stem cell therapies for debilitating neurodegenerative disorders such as Amyotrophic Lateral Sclerosis (ALS, also known as Lou Gehrig's disease), Progressive Multiple Sclerosis (PMS), and Parkinson's disease (PD). Brainstorm's NurOwn, its proprietary process for the propagation of Mesenchymal Stem Cells (MSC) and differentiation into neurotrophic factor-(NTF) secreting cells (MSC-NTF), and their transplantation at, or near, the site of damage, offers the hope of more effectively treating neurodegenerative diseases.",29.0,5700000,5703426
APM,True,CS,6321874.9009070005,XNAS,,2018-12-18,Aptorum Group Limited Class A Ordinary Shares,"Aptorum Group Ltd clinical-stage biopharmaceutical company. It is engaged in the discovery, development, and commercialization of therapeutic assets to treat diseases with unmet medical needs, particularly in oncology (including orphan oncology indications) and infectious diseases. The company operates in two segments: Therapeutics and Non-Therapeutics. The projects are ALS-4, SACT-1, and RPIDD. It is also engaged in providing healthcare services.",3.0,5350000,7143757
ACON,True,CS,6156899.399999999,XNAS,SERVICES-MEDICAL LABORATORIES,2022-04-22,"Aclarion, Inc. Common Stock","Aclarion Inc is a healthcare technology company that leverages Magnetic Resonance Spectroscopy (MRS), and a proprietary biomarker to optimize clinical treatments. Its product Nociscan is a SaaS platform that leverages MR Spectroscopy to noninvasively help physicians distinguish between painful and nonpainful discs in the spine. The Company derives its revenues from one source, the delivery of Nociscan reports to medical professionals. Substantially all revenues are generated from contracts with customers in the United States.",6.0,13700000,507995
ASNS,True,CS,6044358.51,XNAS,"COMMUNICATIONS EQUIPMENT, NEC",2022-05-13,"Actelis Networks, Inc. Common Stock","Actelis Networks Inc is a networking solutions company with a mission to enable communication for Internet of Things, or IoT, projects, deployed over wide areas such as cities, campuses, airports, military bases, roads, and rail. Its networking solutions use a combination of newly deployed fiber infrastructure and existing copper and coaxial lines to create a cost-effective, secure, and quick-to-deploy network. Its solutions also offer end-to-end network security to protect critical IoT data, utilizing a powerful combination of coding and encryption technologies, applied as required on both new and existing infrastructure within the hybrid-fiber-copper network. The company operates as one operating segment: developing and marketing access broadband equipment for copper and fiber networks.",49.0,8510000,8513181
ALBT,True,CS,5766544.67,XNAS,"BIOLOGICAL PRODUCTS, (NO DISGNOSTIC SUBSTANCES)",2016-02-22,Avalon GloboCare Corp. Common Stock,"Avalon Globocare Corp is an intelligent biotech developer and healthcare service provider dedicated to promoting and empowering high-impact, transformative biotechnology, clinical applications, and healthcare facility management. The company has two reportable segments: the real property operating segment which is the key revenue driver; medical-related consulting services segment. It focuses on diagnostic and therapeutic areas like early detection of oral cancer, ovarian cancer, kidney cancer, skin regeneration and anti-fibrosis, and treatments of degenerative disorders.",5.0,1090000,1094221
ADTX,True,CS,5155510.0,XNAS,PHARMACEUTICAL PREPARATIONS,2020-06-30,"Aditxt, Inc. Common Stock","Aditxt Inc is a life sciences company that develops, builds, and grows innovations with a focus on monitoring and modulating the immune system. It develops products designed to induce tolerance to transplanted organs. Its portfolio consists of two programs Adimune and AditxtScore. It firm's immunosuppressive (anti-rejection) drugs have made possible life-saving organ transplantation procedures and blocking of unwanted immune responses in autoimmune diseases. It is also developing a technology called Apoptotic DNA Immunotherapy (ADi) ADI-100, which utilizes a novel approach that mimics the way bodies naturally induce tolerance to tissues.",47.0,1030000,1031102
PNBK,True,CS,4930330.52,XNAS,NATIONAL COMMERCIAL BANKS,1994-08-31,Patriot National Bancorp Inc,"Patriot National Bancorp Inc provides consumer and commercial banking services to individuals, small and medium-sized businesses, professionals, and municipalities in Fairfield and New Haven Counties in Connecticut and Westchester County, New York. Its products include checking accounts, savings accounts, money market accounts, time certificates of deposit, and individual retirement accounts. The Bank's lending portfolio is comprised of commercial mortgage and construction loans, commercial loans, home improvement loans, home equity lines of credit, and other personal loans. In addition, the Bank offers bank checks, money orders, automated teller machines, interactive teller machines, online and mobile banking, credit cards, and debit cards.",117.0,3980000,3976073
